Vardas         Pavarde             ND1  ND2  ND3  ND4  ND5  Egz  
Vardas9787     Pavarde9787         10   2    9    1    3    2    
Vardas5089     Pavarde5089         6    5    10   7    9    3    
Vardas6353     Pavarde6353         5    8    1    7    2    8    
Vardas5252     Pavarde5252         8    4    2    8    4    7    
Vardas1685     Pavarde1685         6    6    5    10   8    7    
Vardas1008     Pavarde1008         10   1    2    5    7    7    
Vardas8383     Pavarde8383         5    8    3    9    9    4    
Vardas9294     Pavarde9294         8    7    2    7    5    8    
Vardas1098     Pavarde1098         3    3    2    3    10   6    
Vardas6715     Pavarde6715         8    5    9    10   1    8    
Vardas2768     Pavarde2768         10   6    2    3    6    5    
Vardas3096     Pavarde3096         5    9    8    3    7    7    
Vardas7955     Pavarde7955         8    8    10   9    1    4    
Vardas7391     Pavarde7391         2    4    10   2    3    5    
Vardas8702     Pavarde8702         7    5    9    4    5    5    
Vardas154      Pavarde154          6    6    7    7    8    8    
Vardas9316     Pavarde9316         9    3    2    3    2    3    
Vardas2438     Pavarde2438         7    5    3    1    2    10   
Vardas9417     Pavarde9417         7    1    9    5    6    5    
Vardas7081     Pavarde7081         10   6    3    2    9    1    
Vardas3627     Pavarde3627         1    1    10   9    7    6    
Vardas5827     Pavarde5827         7    4    5    3    5    2    
Vardas7566     Pavarde7566         10   9    2    4    6    9    
Vardas2981     Pavarde2981         9    9    9    10   9    2    
Vardas8430     Pavarde8430         10   7    7    2    3    4    
Vardas5761     Pavarde5761         10   8    4    2    3    1    
Vardas629      Pavarde629          10   6    1    5    2    1    
Vardas2589     Pavarde2589         9    1    2    4    6    6    
Vardas3599     Pavarde3599         9    6    5    9    2    10   
Vardas3276     Pavarde3276         7    8    10   7    5    7    
Vardas6782     Pavarde6782         5    5    2    1    9    8    
Vardas854      Pavarde854          2    8    2    2    7    6    
Vardas2434     Pavarde2434         2    2    1    9    1    8    
Vardas3311     Pavarde3311         10   1    1    1    9    4    
Vardas7261     Pavarde7261         6    6    2    3    10   8    
Vardas2956     Pavarde2956         4    10   7    2    5    6    
Vardas1938     Pavarde1938         6    3    5    7    10   10   
Vardas4928     Pavarde4928         6    9    6    6    5    4    
Vardas6293     Pavarde6293         9    1    8    7    10   8    
Vardas9592     Pavarde9592         8    9    5    1    1    3    
Vardas2734     Pavarde2734         8    10   5    7    4    7    
Vardas6072     Pavarde6072         4    8    9    7    3    4    
Vardas2482     Pavarde2482         6    7    7    2    2    7    
Vardas4019     Pavarde4019         6    9    5    9    4    6    
Vardas8907     Pavarde8907         6    6    6    1    3    1    
Vardas6631     Pavarde6631         3    10   2    9    3    10   
Vardas7642     Pavarde7642         10   8    7    4    6    8    
Vardas953      Pavarde953          4    1    5    4    5    7    
Vardas1573     Pavarde1573         10   9    9    4    6    10   
Vardas248      Pavarde248          4    1    9    9    8    10   
Vardas9717     Pavarde9717         1    10   1    2    3    7    
Vardas7217     Pavarde7217         9    8    7    10   8    4    
Vardas3558     Pavarde3558         6    4    1    6    1    3    
Vardas8656     Pavarde8656         6    8    9    1    6    6    
Vardas1947     Pavarde1947         1    5    1    4    2    6    
Vardas3323     Pavarde3323         3    2    4    3    8    1    
Vardas5932     Pavarde5932         1    1    1    2    2    5    
Vardas6685     Pavarde6685         7    7    3    6    7    9    
Vardas9390     Pavarde9390         9    5    6    9    7    5    
Vardas4475     Pavarde4475         4    2    7    1    5    6    
Vardas5108     Pavarde5108         2    9    4    5    10   2    
Vardas9084     Pavarde9084         7    5    1    8    7    7    
Vardas7096     Pavarde7096         9    7    8    4    6    5    
Vardas3733     Pavarde3733         2    5    3    7    6    5    
Vardas9772     Pavarde9772         9    7    3    5    4    7    
Vardas2699     Pavarde2699         7    6    4    3    6    9    
Vardas8903     Pavarde8903         1    10   1    8    8    8    
Vardas2890     Pavarde2890         5    8    5    2    9    8    
Vardas7561     Pavarde7561         8    6    7    9    4    4    
Vardas2992     Pavarde2992         1    8    3    6    4    2    
Vardas7751     Pavarde7751         3    5    3    9    2    2    
Vardas2273     Pavarde2273         8    10   4    8    10   3    
Vardas5509     Pavarde5509         7    10   4    3    9    6    
Vardas5226     Pavarde5226         8    1    4    10   5    7    
Vardas959      Pavarde959          9    10   7    9    8    5    
Vardas569      Pavarde569          10   7    7    8    7    6    
Vardas5435     Pavarde5435         3    8    1    3    1    6    
Vardas1270     Pavarde1270         2    3    5    8    8    5    
Vardas8592     Pavarde8592         8    4    8    10   4    8    
Vardas2302     Pavarde2302         9    7    4    6    9    7    
Vardas4438     Pavarde4438         6    5    7    5    3    9    
Vardas1460     Pavarde1460         6    3    9    9    5    6    
Vardas4506     Pavarde4506         7    1    7    7    3    8    
Vardas7818     Pavarde7818         7    8    4    5    4    7    
Vardas9352     Pavarde9352         6    10   1    9    6    1    
Vardas3531     Pavarde3531         10   1    3    8    5    2    
Vardas5280     Pavarde5280         9    5    9    7    9    1    
Vardas3054     Pavarde3054         7    9    3    6    10   6    
Vardas4264     Pavarde4264         1    10   10   6    7    4    
Vardas8505     Pavarde8505         6    9    4    9    2    10   
Vardas4014     Pavarde4014         3    8    1    6    8    8    
Vardas3488     Pavarde3488         1    3    5    3    6    9    
Vardas2719     Pavarde2719         9    4    4    1    6    8    
Vardas9584     Pavarde9584         2    1    7    8    10   2    
Vardas2504     Pavarde2504         10   3    9    5    8    3    
Vardas3575     Pavarde3575         9    6    6    1    5    1    
Vardas7090     Pavarde7090         8    1    1    6    9    6    
Vardas3277     Pavarde3277         2    10   3    5    4    9    
Vardas3078     Pavarde3078         2    8    6    8    2    8    
Vardas341      Pavarde341          6    3    7    3    8    5    
Vardas2739     Pavarde2739         1    8    8    9    4    8    
Vardas538      Pavarde538          2    3    4    3    3    2    
Vardas3757     Pavarde3757         7    9    5    2    7    8    
Vardas2452     Pavarde2452         2    6    4    1    7    2    
Vardas2372     Pavarde2372         3    6    7    1    7    6    
Vardas3735     Pavarde3735         10   7    9    2    7    2    
Vardas192      Pavarde192          4    2    9    1    9    10   
Vardas211      Pavarde211          9    7    10   3    7    2    
Vardas5293     Pavarde5293         8    3    9    4    6    7    
Vardas1236     Pavarde1236         10   10   3    1    7    7    
Vardas8648     Pavarde8648         8    1    9    7    6    3    
Vardas7171     Pavarde7171         8    3    10   5    10   8    
Vardas9263     Pavarde9263         8    6    6    3    2    1    
Vardas2514     Pavarde2514         3    2    6    1    8    3    
Vardas2240     Pavarde2240         3    2    7    6    5    6    
Vardas957      Pavarde957          4    7    6    2    8    2    
Vardas1368     Pavarde1368         6    1    6    7    3    5    
Vardas4010     Pavarde4010         7    4    1    6    8    1    
Vardas2565     Pavarde2565         6    5    10   6    9    7    
Vardas5878     Pavarde5878         5    9    2    5    6    8    
Vardas1594     Pavarde1594         1    1    8    5    6    1    
Vardas3582     Pavarde3582         10   1    1    5    1    10   
Vardas5693     Pavarde5693         8    1    6    9    3    9    
Vardas3029     Pavarde3029         8    10   3    10   6    9    
Vardas8438     Pavarde8438         2    7    7    8    8    2    
Vardas6542     Pavarde6542         8    7    1    2    6    5    
Vardas6646     Pavarde6646         1    3    8    6    10   10   
Vardas3860     Pavarde3860         7    2    5    1    10   3    
Vardas2876     Pavarde2876         1    8    7    5    8    3    
Vardas9597     Pavarde9597         4    2    2    8    4    7    
Vardas6594     Pavarde6594         1    10   2    7    5    9    
Vardas5237     Pavarde5237         5    1    7    3    3    7    
Vardas8472     Pavarde8472         8    7    4    4    10   4    
Vardas2118     Pavarde2118         9    10   6    3    2    1    
Vardas7776     Pavarde7776         2    2    5    4    10   8    
Vardas727      Pavarde727          9    3    4    10   3    7    
Vardas3942     Pavarde3942         5    8    8    9    3    4    
Vardas1224     Pavarde1224         7    5    10   2    8    4    
Vardas1644     Pavarde1644         1    7    3    3    3    8    
Vardas1209     Pavarde1209         5    3    6    5    3    2    
Vardas3047     Pavarde3047         10   3    2    6    5    10   
Vardas5673     Pavarde5673         2    9    5    1    4    1    
Vardas1834     Pavarde1834         8    5    9    5    7    3    
Vardas621      Pavarde621          7    7    4    6    5    10   
Vardas4440     Pavarde4440         9    9    10   4    6    3    
Vardas7146     Pavarde7146         2    1    6    1    3    7    
Vardas6384     Pavarde6384         9    1    3    2    5    4    
Vardas7185     Pavarde7185         7    9    6    4    4    3    
Vardas7856     Pavarde7856         10   2    3    10   3    7    
Vardas2871     Pavarde2871         5    6    7    9    1    2    
Vardas7427     Pavarde7427         8    9    6    4    1    10   
Vardas4826     Pavarde4826         2    8    7    9    8    7    
Vardas4825     Pavarde4825         2    9    10   5    10   10   
Vardas7106     Pavarde7106         9    4    10   6    6    3    
Vardas4        Pavarde4            9    3    10   6    3    9    
Vardas8370     Pavarde8370         8    9    10   3    8    8    
Vardas7697     Pavarde7697         4    6    6    1    1    1    
Vardas944      Pavarde944          9    5    5    10   6    6    
Vardas8395     Pavarde8395         8    4    10   5    3    6    
Vardas163      Pavarde163          3    3    4    2    5    4    
Vardas9890     Pavarde9890         7    4    1    8    2    4    
Vardas115      Pavarde115          7    2    6    4    8    2    
Vardas7875     Pavarde7875         3    8    8    1    3    10   
Vardas7683     Pavarde7683         1    1    5    5    4    4    
Vardas1952     Pavarde1952         4    9    2    4    9    6    
Vardas1498     Pavarde1498         2    2    3    2    7    7    
Vardas1895     Pavarde1895         5    2    2    10   2    5    
Vardas4258     Pavarde4258         8    8    5    2    8    8    
Vardas642      Pavarde642          10   7    8    5    8    2    
Vardas5686     Pavarde5686         8    1    10   4    4    6    
Vardas1164     Pavarde1164         2    5    7    7    8    5    
Vardas3074     Pavarde3074         5    5    3    4    5    1    
Vardas3922     Pavarde3922         8    4    7    1    7    2    
Vardas4637     Pavarde4637         5    5    10   2    5    10   
Vardas6335     Pavarde6335         7    10   3    1    3    3    
Vardas439      Pavarde439          8    6    2    1    7    3    
Vardas1561     Pavarde1561         10   5    2    6    8    1    
Vardas7460     Pavarde7460         3    3    9    1    8    4    
Vardas2017     Pavarde2017         6    7    8    10   4    3    
Vardas623      Pavarde623          5    5    1    2    5    9    
